model_error,format_error,batch_size,n_policy_types,max_n_requirements,iteration,chunk,time,total,success,fail,wrong,accuracy,prompt_tokens,completion_tokens,total_cost,diff
,,1,2,200,0,33,9.36172080039978,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,34,13.797301054000854,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,1,2,200,0,35,0,0,0,0,0,0,0,0,0,
,,1,2,200,0,36,5.685617208480835,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,37,14.4880690574646,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['rotterdam']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,38,20.51049494743347,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['london']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,39,14.768117666244507,3,2,0,1,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['basel']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,40,2.961972951889038,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,41,14.99878215789795,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['london']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,42,5.752263307571411,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,43,11.166765689849854,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['london']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,1,2,200,0,44,0,0,0,0,0,0,0,0,0,
,,1,2,200,0,45,6.027635812759399,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['rotterdam']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,46,22.097799062728882,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['rotterdam']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,47,5.507260084152222,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['basel']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,48,3.2273879051208496,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,49,12.88106393814087,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['rotterdam']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,50,5.74501371383667,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,51,3.333065986633301,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['basel']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,1,2,200,0,52,0,0,0,0,0,0,0,0,0,
,,1,2,200,0,53,30.763669967651367,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['rotterdam']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,54,16.716585159301758,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['basel']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,55,10.434489250183105,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['london']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,56,15.098765850067139,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['london']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,57,3.008514881134033,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,58,8.26301908493042,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,1,2,200,0,59,0,0,0,0,0,0,0,0,0,
,,1,2,200,0,60,5.534664154052734,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['basel']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,61,8.44139289855957,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,62,14.90474271774292,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,63,11.982464075088501,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,1,2,200,0,64,0,0,0,0,0,0,0,0,0,
,,1,2,200,0,65,15.903974771499634,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['london']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,66,25.214208126068115,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,1,2,200,0,67,0,0,0,0,0,0,0,0,0,
,,1,2,200,0,68,5.40140175819397,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['basel']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,69,5.629688739776611,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,1,2,200,0,70,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,1,2,200,0,71,0,0,0,0,0,0,0,0,0,
,,1,2,200,0,72,9.3510901927948,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['kiev']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,73,26.126967906951904,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['rotterdam']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,1,2,200,0,74,0,0,0,0,0,0,0,0,0,
,,1,2,200,0,75,5.991681098937988,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,1,2,200,0,76,0,0,0,0,0,0,0,0,0,
,,1,2,200,0,77,18.248382806777954,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['london']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,78,16.863102912902832,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,1,2,200,0,79,0,0,0,0,0,0,0,0,0,
,,1,2,200,0,80,17.242481231689453,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,81,8.583762884140015,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,82,5.737748861312866,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,83,3.0902159214019775,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['london']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,84,3.0321059226989746,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,85,26.540508031845093,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['kiev']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,86,9.796303033828735,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,87,6.469162940979004,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['rotterdam']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,1,2,200,0,88,0,0,0,0,0,0,0,0,0,
,,1,2,200,0,89,3.876150131225586,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['london']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,90,30.345629930496216,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['rotterdam']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,91,9.570632934570312,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['basel']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,92,16.096748113632202,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,93,12.09305715560913,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['kiev']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,94,6.5990378856658936,2,2,0,0,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['kiev']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,95,20.711844205856323,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,96,6.009858131408691,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,97,3.096045970916748,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,98,19.513997077941895,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,1,2,200,0,99,20.53129005432129,2,2,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,0,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,1,0,0,0,0,0,0,0,0,0,
,,2,2,200,0,2,5.048868656158447,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,3,44.16003894805908,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,4,0,0,0,0,0,0,0,0,0,
,,2,2,200,0,5,13.510092973709106,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,6,22.710231065750122,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,7,0,0,0,0,0,0,0,0,0,
,,2,2,200,0,8,17.506361722946167,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,9,8.681643009185791,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,10,30.946706295013428,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,11,14.078904151916504,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,12,35.69717311859131,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,13,45.519861698150635,4,3,1,1,0.75,0,0,0,"{'dictionary_item_added': [""root['waypoint']['(brussels,100.0.1.0/0/24)']""], 'dictionary_item_removed': [""root['loadbalancing']"", ""root['waypoint']['(brussels,100.0.1.0/24)']""]}"
,,2,2,200,0,14,22.846905946731567,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,15,0,0,0,0,0,0,0,0,0,
,,2,2,200,0,16,26.992138862609863,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,17,0,0,0,0,0,0,0,0,0,
,,2,2,200,0,18,13.016268014907837,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,19,0,0,0,0,0,0,0,0,0,
,,2,2,200,0,20,25.075855016708374,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,21,33.814269065856934,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,22,13.11421799659729,6,4,0,2,1.0,0,0,0,"{'dictionary_item_added': [""root['reachability']['london']"", ""root['reachability']['rotterdam']""], 'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,23,41.23706293106079,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,24,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,25,0,0,0,0,0,0,0,0,0,
,,2,2,200,0,26,9.389595031738281,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,27,18.33424210548401,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,28,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,29,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,30,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,31,0,0,0,0,0,0,0,0,0,
,,2,2,200,0,32,10.18573808670044,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,33,9.625769138336182,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,34,0,0,0,0,0,0,0,0,0,
,,2,2,200,0,35,9.651039838790894,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,36,7.690126180648804,2,2,2,0,0.5,0,0,0,"{'dictionary_item_added': [""root['reachability']['kiev']"", ""root['reachability']['rotterdam']""], 'dictionary_item_removed': [""root['waypoint']"", ""root['loadbalancing']""]}"
,,2,2,200,0,37,5.169090747833252,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,38,5.244444131851196,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,39,0,0,0,0,0,0,0,0,0,
,,2,2,200,0,40,34.85760426521301,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,41,0,0,0,0,0,0,0,0,0,
,,2,2,200,0,42,9.419209003448486,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,2,2,200,0,43,18.877449989318848,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,44,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,45,0,0,0,0,0,0,0,0,0,
,,2,2,200,0,46,9.434676170349121,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,47,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,2,2,200,0,48,0,0,0,0,0,0,0,0,0,
,,2,2,200,0,49,5.278936862945557,4,4,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,0,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,1,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,2,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,3,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,4,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,5,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,6,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,7,0,0,0,0,0,0,0,0,0,
,,5,2,200,0,8,46.59875988960266,6,6,4,0,0.6,0,0,0,"{'dictionary_item_added': [""root['reachability']['kiev']""], 'dictionary_item_removed': [""root['loadbalancing']""], 'iterable_item_removed': {""root['reachability']['zurich'][0]"": '100.0.29.0/24', ""root['reachability']['roma'][0]"": '100.0.29.0/24', ""root['reachability']['marseille'][0]"": '100.0.29.0/24', ""root['reachability']['geneva'][0]"": '100.0.29.0/24'}}"
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,9,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,10,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,11,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,12,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,13,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,14,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,15,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,16,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,17,0,0,0,0,0,0,0,0,0,
,,5,2,200,0,18,75.61677479743958,10,10,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,5,2,200,0,19,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,10,2,200,0,0,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,10,2,200,0,1,0,0,0,0,0,0,0,0,0,
,,10,2,200,0,2,200.02867007255554,20,20,0,0,1.0,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""]}"
,,10,2,200,0,3,22.887601137161255,20,19,1,1,0.95,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""], 'iterable_item_added': {""root['reachability']['basel'][1]"": '100.0.4.0/24'}, 'iterable_item_removed': {""root['reachability']['vienna'][1]"": '100.0.4.0/24'}}"
,,10,2,200,0,4,46.38456606864929,22,20,0,2,1.0,0,0,0,"{'dictionary_item_added': [""root['waypoint']['(london,100.0.29.0/24)']""], 'dictionary_item_removed': [""root['loadbalancing']""], 'iterable_item_added': {""root['reachability']['london'][1]"": '100.0.29.0/24'}}"
"the JSON object must be str, bytes or bytearray, not NoneType",,10,2,200,0,5,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,10,2,200,0,6,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,10,2,200,0,7,0,0,0,0,0,0,0,0,0,
,,10,2,200,0,8,75.16665005683899,20,19,1,1,0.95,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']""], 'iterable_item_added': {""root['reachability']['london'][1]"": '100.0.29.0/24'}, 'iterable_item_removed': {""root['reachability']['istanbul'][0]"": '100.0.29.0/24', ""root['waypoint']['(london,100.0.4.0/24)'][0]"": 'basel'}}"
"the JSON object must be str, bytes or bytearray, not NoneType",,10,2,200,0,9,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,20,2,200,0,0,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,20,2,200,0,1,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,20,2,200,0,2,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,20,2,200,0,3,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,20,2,200,0,4,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,25,2,200,0,0,0,0,0,0,0,0,0,0,0,
