model_error,format_error,batch_size,n_policy_types,max_n_requirements,iteration,chunk,time,total,success,fail,wrong,accuracy,prompt_tokens,completion_tokens,total_cost,diff
,,1,3,300,0,61,19.11264157295227,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,62,27.752456188201904,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,63,16.355633974075317,3,1,2,2,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'(""milan"",""100.0.9.0/24"")': ['rotterdam']}, 'old_value': {'(milan,100.0.9.0/24)': ['rotterdam']}}, ""root['loadbalancing']"": {'new_value': {'(""milan"",""100.0.9.0/24"")': 2}, 'old_value': {'(milan,100.0.9.0/24)': 2}}}}"
,,1,3,300,0,64,37.876835107803345,3,1,2,2,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {""('sofia','100.0.4.0/24')"": ['basel']}, 'old_value': {'(sofia,100.0.4.0/24)': ['basel']}}, ""root['loadbalancing']"": {'new_value': {""('sofia','100.0.4.0/24')"": 4}, 'old_value': {'(sofia,100.0.4.0/24)': 4}}}}"
,,1,3,300,0,65,13.550528049468994,3,0,3,3,0.0,0,0,0,"{'values_changed': {""root['reachability']"": {'new_value': {'Vienna': ['100.0.4.0/24']}, 'old_value': {'vienna': ['100.0.4.0/24']}}, ""root['waypoint']"": {'new_value': {'(Vienna,100.0.4.0/24)': ['Basel']}, 'old_value': {'(vienna,100.0.4.0/24)': ['basel']}}, ""root['loadbalancing']"": {'new_value': {'(Vienna,100.0.4.0/24)': 2}, 'old_value': {'(vienna,100.0.4.0/24)': 2}}}}"
,,1,3,300,0,66,8.611449956893921,3,1,2,2,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {""('london','100.0.1.0/24')"": ['kiev']}, 'old_value': {'(london,100.0.1.0/24)': ['kiev']}}, ""root['loadbalancing']"": {'new_value': {""('london','100.0.1.0/24')"": 3}, 'old_value': {'(london,100.0.1.0/24)': 3}}}}"
,,1,3,300,0,67,20.899744987487793,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,68,7.1949238777160645,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,69,14.551112174987793,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,70,16.043211936950684,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,71,7.438695907592773,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,72,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'result': 'Conflict: Reachability and waypoint requirements for (amsterdam, 100.0.1.0/24) have conflicting instructions.'}"
,,1,3,300,0,73,60.16094899177551,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,74,12.383892297744751,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,75,14.106470108032227,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,76,29.25517702102661,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,77,45.25014925003052,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,78,7.780542850494385,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,79,24.636444807052612,3,1,2,2,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'(""strasbourg"",""100.0.9.0/24"")': ['rotterdam']}, 'old_value': {'(strasbourg,100.0.9.0/24)': ['rotterdam']}}, ""root['loadbalancing']"": {'new_value': {'(""strasbourg"",""100.0.9.0/24"")': 2}, 'old_value': {'(strasbourg,100.0.9.0/24)': 2}}}}"
,,1,3,300,0,80,28.044594287872314,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,81,15.575318098068237,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,82,37.07606315612793,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,83,22.93558096885681,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,84,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict in requirements: Reachability from sofia to 100.0.29.0/24 requires direct or indirect connection, but Waypoint specifies that traffic must pass through london.'}"
,,1,3,300,0,85,23.105308294296265,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,86,21.73530912399292,3,3,0,0,1.0,0,0,0,{}
"the JSON object must be str, bytes or bytearray, not NoneType",,1,3,300,0,87,0,0,0,0,0,0,0,0,0,
,,1,3,300,0,88,55.91827082633972,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,89,30.00229787826538,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,90,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'result': ""Conflict in requirements: reachability from 'warsaw' to '100.0.9.0/24' requires direct or indirect connection while waypoint requirement specifies that the path from 'warsaw' to '100.0.9.0/24' should include 'rotterdam'. Load balancing requirement for '(warsaw, 100.0.9.0/24)' is valid but conflicts with waypoint requirement.""}"
,,1,3,300,0,91,49.2361159324646,3,1,2,2,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {""('athens','100.0.4.0/24')"": ['basel']}, 'old_value': {'(athens,100.0.4.0/24)': ['basel']}}, ""root['loadbalancing']"": {'new_value': {""('athens','100.0.4.0/24')"": 2}, 'old_value': {'(athens,100.0.4.0/24)': 2}}}}"
,,1,3,300,0,92,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'There is a conflict in the requirements as reachability to 100.0.4.0/24 from Zurich should be through Basel and also load-balanced across 2 paths. This is not possible with current network components.'}"
,,1,3,300,0,93,15.606354236602783,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,94,14.115746259689331,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,95,32.16331505775452,3,1,2,2,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'(""milan"",""100.0.29.0/24"")': ['london']}, 'old_value': {'(milan,100.0.29.0/24)': ['london']}}, ""root['loadbalancing']"": {'new_value': {'(""milan"",""100.0.29.0/24"")': 2}, 'old_value': {'(milan,100.0.29.0/24)': 2}}}}"
,,1,3,300,0,96,38.65786790847778,3,3,0,0,1.0,0,0,0,{}
"the JSON object must be str, bytes or bytearray, not NoneType",,1,3,300,0,97,0,0,0,0,0,0,0,0,0,
,,1,3,300,0,98,22.272083044052124,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,99,6.738458871841431,3,3,0,0,1.0,0,0,0,{}
,,2,3,300,0,0,39.68136429786682,6,2,4,4,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {""('athens','100.0.29.0/24')"": ['london'], ""('strasbourg','100.0.1.0/24')"": ['kiev']}, 'old_value': {'(athens,100.0.29.0/24)': ['london'], '(strasbourg,100.0.1.0/24)': ['kiev']}}, ""root['loadbalancing']"": {'new_value': {""('athens','100.0.29.0/24')"": 3, ""('strasbourg','100.0.1.0/24')"": 2}, 'old_value': {'(athens,100.0.29.0/24)': 3, '(strasbourg,100.0.1.0/24)': 2}}}}"
,,2,3,300,0,1,14.712712049484253,6,2,4,4,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {""('luxembourg','100.0.4.0/24')"": ['basel'], ""('frankfurt','100.0.29.0/24')"": ['london']}, 'old_value': {'(luxembourg,100.0.4.0/24)': ['basel'], '(frankfurt,100.0.29.0/24)': ['london']}}, ""root['loadbalancing']"": {'new_value': {""('luxembourg','100.0.4.0/24')"": 4, ""('frankfurt','100.0.29.0/24')"": 2}, 'old_value': {'(luxembourg,100.0.4.0/24)': 4, '(frankfurt,100.0.29.0/24)': 2}}}}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,2,0,0,0,0,0,0,0,0,0,
,,2,3,300,0,3,15.073040008544922,6,6,0,0,1.0,0,0,0,{}
,,2,3,300,0,4,14.825375080108643,6,6,0,0,1.0,0,0,0,{}
,,2,3,300,0,5,76.81419610977173,5,5,1,0,0.8333333333333334,0,0,0,"{'dictionary_item_removed': [""root['waypoint']['(geneva,100.0.1.0/24)']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,6,0,0,0,0,0,0,0,0,0,
,,2,3,300,0,7,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'There is a conflict: brussels and bucharest both use the same destination prefix (100.0.1.0/24) and should pass through kiev, but brussels requires 4 load-balancing paths while bucharest requires 2.'}"
,,2,3,300,0,8,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'result': 'Conflict in the requirements for reaching 100.0.9.0/24 from Frankfurt. It should be load-balanced across 2 paths but also directed through Rotterdam.'}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,9,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,10,0,0,0,0,0,0,0,0,0,
,,2,3,300,0,11,46.465200901031494,6,1,5,5,0.16666666666666666,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {""('praha','100.0.4.0/24')"": ['basel'], ""('paris','100.0.29.0/24')"": ['london']}, 'old_value': {'(praha,100.0.4.0/24)': ['basel'], '(paris,100.0.29.0/24)': ['london']}}, ""root['loadbalancing']"": {'new_value': {""('praha','100.0.4.0/24')"": 2, ""('paris','100.0.9.0/24')"": 2}, 'old_value': {'(praha,100.0.4.0/24)': 2, '(paris,100.0.9.0/24)': 2}}, ""root['reachability']['paris'][0]"": {'new_value': '100.0.9.0/24', 'old_value': '100.0.29.0/24'}}}"
,,2,3,300,0,12,14.889870166778564,6,5,1,1,0.8333333333333334,0,0,0,"{'values_changed': {""root['loadbalancing']['(kiev,100.0.4.0/24)']"": {'new_value': 1, 'old_value': 2}}}"
,,2,3,300,0,13,42.79078793525696,7,2,4,5,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'amsterdam,100.0.4.0/24': ['basel'], 'madrid,100.0.29.0/24': ['london']}, 'old_value': {'(amsterdam,100.0.4.0/24)': ['basel'], '(madrid,100.0.29.0/24)': ['london']}}, ""root['loadbalancing']"": {'new_value': {'amsterdam,100.0.4.0/24': 7, 'madrid,100.0.9.0/24': 2}, 'old_value': {'(amsterdam,100.0.4.0/24)': 7, '(madrid,100.0.9.0/24)': 2}}}, 'iterable_item_added': {""root['reachability']['madrid'][0]"": '100.0.9.0/24'}}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,14,0,0,0,0,0,0,0,0,0,
,,2,3,300,0,15,21.703503131866455,5,5,1,0,0.8333333333333334,0,0,0,"{'dictionary_item_removed': [""root['waypoint']['(strasbourg,100.0.29.0/24)']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,16,0,0,0,0,0,0,0,0,0,
,,2,3,300,0,17,15.60728406906128,6,2,4,4,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {""('sofia','100.0.1.0/24')"": ['kiev'], ""('london','100.0.4.0/24')"": ['basel']}, 'old_value': {'(sofia,100.0.1.0/24)': ['kiev'], '(london,100.0.4.0/24)': ['basel']}}, ""root['loadbalancing']"": {'new_value': {""('sofia','100.0.1.0/24')"": 2, ""('london','100.0.4.0/24')"": 2}, 'old_value': {'(sofia,100.0.1.0/24)': 2, '(london,100.0.4.0/24)': 2}}}}"
,,2,3,300,0,18,39.226499795913696,5,5,1,0,0.8333333333333334,0,0,0,"{'dictionary_item_removed': [""root['waypoint']['(istanbul,100.0.29.0/24)']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,19,0,0,0,0,0,0,0,0,0,
,,2,3,300,0,20,40.53401780128479,5,5,1,0,0.8333333333333334,0,0,0,"{'dictionary_item_removed': [""root['loadbalancing']['(luxembourg,100.0.29.0/24)']""]}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,21,0,0,0,0,0,0,0,0,0,
,,2,3,300,0,22,109.35786700248718,6,2,4,4,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'barcelona,100.0.9.0/24': ['rotterdam'], 'lyon,100.0.29.0/24': ['london']}, 'old_value': {'(barcelona,100.0.9.0/24)': ['rotterdam'], '(lyon,100.0.29.0/24)': ['london']}}, ""root['loadbalancing']"": {'new_value': {'barcelona,100.0.9.0/24': 2, 'lyon,100.0.29.0/24': 2}, 'old_value': {'(barcelona,100.0.9.0/24)': 2, '(lyon,100.0.29.0/24)': 2}}}}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,23,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,24,0,0,0,0,0,0,0,0,0,
,,2,3,300,0,25,10.623842000961304,3,3,3,0,0.5,0,0,0,"{'dictionary_item_removed': [""root['reachability']['paris']"", ""root['waypoint']['(paris,100.0.9.0/24)']"", ""root['loadbalancing']['(basel,100.0.9.0/24)']""]}"
,,2,3,300,0,26,55.25062894821167,6,2,4,4,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'basel,100.0.29.0/24': ['london'], 'athens,100.0.9.0/24': ['rotterdam']}, 'old_value': {'(basel,100.0.29.0/24)': ['london'], '(athens,100.0.9.0/24)': ['rotterdam']}}, ""root['loadbalancing']"": {'new_value': {'basel,100.0.29.0/24': 2, 'athens,100.0.9.0/24': 2}, 'old_value': {'(basel,100.0.29.0/24)': 2, '(athens,100.0.9.0/24)': 2}}}}"
,,2,3,300,0,27,55.225890159606934,3,1,5,2,0.16666666666666666,0,0,0,"{'dictionary_item_removed': [""root['reachability']['paris']""], 'values_changed': {""root['waypoint']"": {'new_value': {'athens,100.0.1.0/24': ['kiev']}, 'old_value': {'(athens,100.0.1.0/24)': ['kiev'], '(paris,100.0.4.0/24)': ['basel']}}, ""root['loadbalancing']"": {'new_value': {'athens,100.0.1.0/24': 2}, 'old_value': {'(athens,100.0.1.0/24)': 2, '(paris,100.0.4.0/24)': 2}}}}"
,,2,3,300,0,28,15.299419164657593,6,2,4,4,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'(""marseille"",""100.0.1.0/24"")': ['kiev'], '(""roma"",""100.0.9.0/24"")': ['rotterdam']}, 'old_value': {'(roma,100.0.9.0/24)': ['rotterdam'], '(marseille,100.0.1.0/24)': ['kiev']}}, ""root['loadbalancing']"": {'new_value': {'(""marseille"",""100.0.1.0/24"")': 2, '(""roma"",""100.0.9.0/24"")': 3}, 'old_value': {'(roma,100.0.9.0/24)': 3, '(marseille,100.0.1.0/24)': 2}}}}"
,,2,3,300,0,29,28.258231163024902,6,6,0,0,1.0,0,0,0,{}
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,30,0,0,0,0,0,0,0,0,0,
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,31,0,0,0,0,0,0,0,0,0,
,,2,3,300,0,32,12.073884963989258,6,6,0,0,1.0,0,0,0,{}
,,2,3,300,0,33,26.913002014160156,6,2,4,4,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'(""london"",""100.0.1.0/24"")': ['kiev'], '(""basel"",""100.0.1.0/24"")': ['kiev']}, 'old_value': {'(london,100.0.1.0/24)': ['kiev'], '(basel,100.0.1.0/24)': ['kiev']}}, ""root['loadbalancing']"": {'new_value': {'(""london"",""100.0.1.0/24"")': 3, '(""basel"",""100.0.1.0/24"")': 2}, 'old_value': {'(london,100.0.1.0/24)': 3, '(basel,100.0.1.0/24)': 2}}}}"
,,2,3,300,0,34,13.74568486213684,6,2,4,4,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'madrid,100.0.4.0/24': ['basel'], 'luxembourg,100.0.9.0/24': ['rotterdam']}, 'old_value': {'(madrid,100.0.4.0/24)': ['basel'], '(luxembourg,100.0.9.0/24)': ['rotterdam']}}, ""root['loadbalancing']"": {'new_value': {'madrid,100.0.4.0/24': 2, 'luxembourg,100.0.9.0/24': 4}, 'old_value': {'(madrid,100.0.4.0/24)': 2, '(luxembourg,100.0.9.0/24)': 4}}}}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,35,0,0,0,0,0,0,0,0,0,
,,2,3,300,0,36,51.91078782081604,6,2,4,4,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {""('amsterdam','100.0.1.0/24')"": ['kiev'], ""('warsaw','100.0.1.0/24')"": ['kiev']}, 'old_value': {'(amsterdam,100.0.1.0/24)': ['kiev'], '(warsaw,100.0.1.0/24)': ['kiev']}}, ""root['loadbalancing']"": {'new_value': {""('amsterdam','100.0.1.0/24')"": 2, ""('warsaw','100.0.1.0/24')"": 2}, 'old_value': {'(amsterdam,100.0.1.0/24)': 2, '(warsaw,100.0.1.0/24)': 2}}}}"
,,2,3,300,0,37,52.12224268913269,6,6,0,0,1.0,0,0,0,{}
,,2,3,300,0,38,69.42440223693848,6,2,4,4,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'(""geneva"",""100.0.9.0/24"")': ['rotterdam'], '(""marseille"",""100.0.29.0/24"")': ['london']}, 'old_value': {'(geneva,100.0.9.0/24)': ['rotterdam'], '(marseille,100.0.29.0/24)': ['london']}}, ""root['loadbalancing']"": {'new_value': {'(""geneva"",""100.0.9.0/24"")': 3, '(""marseille"",""100.0.29.0/24"")': 4}, 'old_value': {'(geneva,100.0.9.0/24)': 3, '(marseille,100.0.29.0/24)': 4}}}}"
"the JSON object must be str, bytes or bytearray, not NoneType",,2,3,300,0,39,0,0,0,0,0,0,0,0,0,
,,2,3,300,0,40,47.7220778465271,6,2,4,4,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'madrid,100.0.1.0/24': ['kiev'], 'praha,100.0.9.0/24': ['rotterdam']}, 'old_value': {'(madrid,100.0.1.0/24)': ['kiev'], '(praha,100.0.9.0/24)': ['rotterdam']}}, ""root['loadbalancing']"": {'new_value': {'madrid,100.0.1.0/24': 3, 'praha,100.0.9.0/24': 2}, 'old_value': {'(madrid,100.0.1.0/24)': 3, '(praha,100.0.9.0/24)': 2}}}}"
